News Highlights,Publisher Name,Publisher Gmail,Publisher Twitter,News URL,Date,News Image
EU to delay decision on Sony and Universal EMI take-over,BENJAMIN FOX,none,none,https://euobserver.com/digital/115747,"BRUSSELS, 29. MAR 2012, 21:07",https://media.euobserver.com/e52c7c23562f21ec60b15f09f943b504-800x.jpg
EU countries sign unpopular anti-counterfeit treaty,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/115043,"BRUSSELS, 27. JAN 2012, 10:06",https://media.euobserver.com/3d7d15640145eb5657431c61d7569470-800x.jpg
Phone hacking scandal is part of the slow death of print media,BENJAMIN FOX,none,none,https://euobserver.com/opinion/113244,"10. AUG 2011, 09:41",https://media.euobserver.com/7ac70310153078b1aeda5ae62e5e7f60-800x.jpg
none,none,none,none,https://euobserver.com/static/corrections,none,none
Illegal downloading 'due to lack of choice',HONOR MAHONY,none,none,https://euobserver.com/news/32211,"BRUSSELS, 20. APR 2011, 09:27",none
EU court cool on copyright enforcement by private companies,HONOR MAHONY,none,none,https://euobserver.com/news/32190,"15. APR 2011, 18:41",https://media.euobserver.com/277305c8653c3e260cc8038e0902e2cb-800x.jpg
Brussels examines where to put marker on copyright enforcement,HONOR MAHONY,none,none,https://euobserver.com/news/32087,"5. APR 2011, 16:22",https://media.euobserver.com/179760aab4aa71119cda3f81c692b53d-800x.jpg
Musicians fear 'chaos' as Brussels gets set to regulate royalties,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/31709,"BRUSSELS, 27. JAN 2011, 17:30",https://media.euobserver.com/78ec963076be03aaacf6a4a38327cb43-800x.jpg
More calls for reform in EU collective rights management,HELENA SPONGENBERG,none,none,https://euobserver.com/digital/29577,"BARCELONA, 3. MAR 2010, 10:03",https://media.euobserver.com/8974eb92b492791a46bb59287300f5a4-800x.jpg
"EU single market needs tax co-ordination, says Monti",ANDREW WILLIS,none,none,https://euobserver.com/green-economy/29359,"BRUSSELS, 28. JAN 2010, 17:29",none
Brussels worried about UK advertising firm snooping on websurfers,LEIGH PHILLIPS,none,none,https://euobserver.com/green-economy/28929,"BRUSSELS, 3. NOV 2009, 17:42",none
EU parliament hosts battle on future of public broadcasting,LEIGH PHILLIPS,none,none,https://euobserver.com/digital/27723,"BRUSSELS, 5. MAR 2009, 17:40",https://media.euobserver.com/e261a64882edfea1468279b12a4813e2-800x.jpg
EU mobile phone charges cut,JOCHEN LUYPAERT,none,none,https://euobserver.com/green-economy/24877,"1. OCT 2007, 17:41",https://media.euobserver.com/4ff204c101df9bb639ec24a01763a2cf-800x.jpg
Brussels approves major music merger,HELENA SPONGENBERG,none,none,https://euobserver.com/digital/24114,"BRUSSELS, 23. MAY 2007, 14:29",https://media.euobserver.com/34422eed1dc65656a9bbcacb5d7eb5ad-800x.jpg
Brussels mulls new laws to boost online shopping,LUCIA KUBOSOVA,none,none,https://euobserver.com/eu-political/23454,"BRUSSELS, 8. FEB 2007, 17:44",none
Apple's iTunes risks EU backlash after Norway ruling,HELENA SPONGENBERG,none,none,https://euobserver.com/digital/23334,"25. JAN 2007, 18:02",none
McCreevy swings toward computer lobby on digital rights,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/digital/22977,"29. NOV 2006, 17:18",none
MEPs push for new copyright law in digital era,HELENA SPONGENBERG,none,none,https://euobserver.com/digital/22969,"29. NOV 2006, 09:29",none
UK study could see Beatles songs lose EU copyright in 2013,HELENA SPONGENBERG,none,none,https://euobserver.com/digital/22961,"27. NOV 2006, 17:50",none
"Commission puts European music diversity at risk, say authors",HELENA SPONGENBERG,none,none,https://euobserver.com/digital/22571,"4. OCT 2006, 17:40",https://media.euobserver.com/6a574c39be428b19e186e5b1a4854647-800x.jpg
EU on edge of big bang in digital music sales,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/digital/22429,"19. SEP 2006, 17:16",https://media.euobserver.com/f9fdca1790698fb48b948d7e714c3091-800x.jpg
The Writ and the Pendulum,JONATHAN ZUCK,none,none,https://euobserver.com/opinion/21438,"27. APR 2006, 12:04",none
World on the 'cusp of a new energy regime',LISBETH KIRK,mailto:lk@euobs.com,https://twitter.com/lisbethkirk,https://euobserver.com/green-economy/21352,"COPENHAGEN, 10. APR 2006, 17:24",https://media.euobserver.com/f9617431364e978e9ada84e4636c103a-800x.jpg
New report predicts boost in biometrics in Europe,LUCIA KUBOSOVA,none,none,https://euobserver.com/rule-of-law/18758,"30. MAR 2005, 18:10",none
Lionel Jospin's speech,LIONEL JOSPIN,none,none,https://euobserver.com/news/2449,"29. MAY 2001, 10:02",none
MEPs launch anonymous drop-box for shady lobbying secrets,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/eu-political/156676,"BRUSSELS, 2. FEB, 18:04",https://media.euobserver.com/cee91e2f5165a5bab33cdcd6908d2029-800x.jpg
Greece's spy scandal must shake us out of complacency,GLYKERIA ARAPI,none,none,https://euobserver.com/opinion/156645,"ATHENS, 26. JAN, 16:57",https://media.euobserver.com/fabb27782eeca7f9e5084f2ab8f2fd19-800x.jpg
"To lead in cyberspace, the EU needs to avoid digital tribalism",PATRYK PAWLAK,none,none,https://euobserver.com/digital-eu/156483,"BRUSSELS, 6. JAN, 07:00",https://media.euobserver.com/d4a9c33ac6faca3af69878f099f8cbf5-800x.jpg
"EU files: How to get them, how to leak them, and what's the point?",ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/156563,"BRUSSELS, 29. DEC 2022, 07:25",https://media.euobserver.com/1c9bd33c4efa338cb924aea0a5d79513-800x.jpg
How does 'Digital Strategic Autonomy' really work?,DR ANTONIOS NESTORAS AND FRANCESCO CAPPELLETTI,none,none,https://euobserver.com/digital-eu/156476,"BRUSSELS, 28. DEC 2022, 07:00",https://media.euobserver.com/4801f7ae5181a34ab8b8749721e182be-800x.jpg
"Forecasting and profiling, or bias and discrimination?",ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/digital-eu/156475,"BRUSSELS, 28. DEC 2022, 07:00",https://media.euobserver.com/7f73b63943a63ae873ef63c932864a9d-800x.jpg
"EU spends €387k on a metaverse, throws low-attendance gala",NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/156503,"BRUSSELS, 27. DEC 2022, 07:25",https://media.euobserver.com/468242493389d89b753640c1f4417a1f-800x.jpg
Vestager: 'Technology must not steal our time',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital-eu/156473,"BRUSSELS, 27. DEC 2022, 07:00",https://media.euobserver.com/ff79c9c762ff81e7e8417894e1319bd0-800x.jpg
EU regulators have a bigger bird to fry than Twitter. It's TikTok,DIMITAR LILKOV,none,none,https://euobserver.com/opinion/156541,"BRUSSELS, 19. DEC 2022, 12:20",https://media.euobserver.com/fa4150fb3857ea43c4170bdcb1c1b9f5-800x.jpg
Where the US-China microchip wars leave the EU,DIMITAR LILKOV,none,none,https://euobserver.com/opinion/156355,"BRUSSELS, 28. OCT 2022, 11:51",https://media.euobserver.com/e357f87ae0e6c17561d931a70f53ccb2-800x.jpg
MEPs urge commission to tackle illegal short-term rentals,EUOBSERVER,none,none,https://euobserver.com/tickers/155541,"15. JUL 2022, 07:11",none
"MEPs adopt new digital 'rule book', amid surveillance doubts",ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/155437,"STRASBOURG, 6. JUL 2022, 07:09",https://media.euobserver.com/2d62fc8fb6a9ccafcbe48ccd8ce428ae-800x.jpg
The Digital Services Act — a case-study in keeping public in dark,"MARGARIDA SILVA, LUISA IZUZQUIZA AND FELIX DUFFY",none,none,https://euobserver.com/opinion/155404,"AMSTERDAM/BRUSSELS/COLOGNE, 5. JUL 2022, 07:06",https://media.euobserver.com/02d60e32c55b2153c6cf40331adbdb37-800x.jpg
Czech presidency and key nuclear/gas vote This WEEK,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/agenda/155406,"BRUSSELS, 4. JUL 2022, 06:57",https://media.euobserver.com/fcd8191681546114c943cc74f515473f-800x.jpg
ECB rate-setting versus green climate goals,WESTER VAN GAAL,mailto:wvg@euobserver.com,https://twitter.com/Westervangaal,https://euobserver.com/green-economy/155269,"BRUSSELS, 20. JUN 2022, 13:15",https://media.euobserver.com/6690fb46659fd2649ca2d2baebbd5cee-800x.jpg
EU states urged to take action on Russia's info 'war',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/155247,"BRUSSELS, 17. JUN 2022, 07:03",https://media.euobserver.com/9a625c7ff9d9ad28e828072100f0005b-800x.jpg
"ECB exits negative rates, amid fears of a new eurocrisis",WESTER VAN GAAL,mailto:wvg@euobserver.com,https://twitter.com/Westervangaal,https://euobserver.com/green-economy/155182,"BRUSSELS, 10. JUN 2022, 12:36",https://media.euobserver.com/612f90d245e082938d7525f651dcce37-800x.jpg
"Zuckerberg's Metaverse ripe for terror recruitment, says EU",NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/digital/155128,"BRUSSELS, 3. JUN 2022, 14:11",https://media.euobserver.com/e059e92b3761e52ef1f308a5c8eb2a9d-800x.jpg
Russia sanctions and energy dominate Next WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/154940,"BRUSSELS, 13. MAY 2022, 16:38",https://media.euobserver.com/069233fb8e7e1ea129dab3e59436fbee-800x.jpg
EU warns Musk on Twitter takeover,EUOBSERVER,none,none,https://euobserver.com/tickers/154799,"26. APR 2022, 16:31",none
EU ends 'wild west' of Big Tech,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/world/154591,"BRUSSELS, 25. MAR 2022, 14:29",https://media.euobserver.com/e80210b45b7541f50fec90a26bcf737f-800x.jpg
Concerns about Russia dominate EU AGENDA March 14-20,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/154517,"BRUSSELS, 11. MAR 2022, 20:21",https://media.euobserver.com/5498b7c8a706bde9cad5a67b200295af-800x.jpg
Cyberattacks loom as EU stiffens sanctions on Russia,ANDREW RETTMAN AND ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/world/154436,"BRUSSELS, 25. FEB 2022, 19:23",https://media.euobserver.com/8491ab7ce3a44aa0c2e8eb5cce33a39f-800x.jpg
EU seeks to capture the value of the Internet of Things,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/154418,"BRUSSELS, 23. FEB 2022, 17:06",https://media.euobserver.com/548c528819b80b0003c0a01002d9e48e-800x.jpg
EU Commission wants to set world's first digital standards,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/rule-of-law/154207,"BRUSSELS, 27. JAN 2022, 07:09",https://media.euobserver.com/e1352293fd2c9b84709b5f1a7a463a8a-800x.jpg
Ukraine and Covid-19 on Europe's minds This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/154163,"BRUSSELS, 24. JAN 2022, 07:05",https://media.euobserver.com/e2c972c94df89383b54d5e1144649c38-800x.jpg
Digital marketing should rejoice at more EU regulation,ANDREAS MARCKMANN ANDREASSEN,none,none,https://euobserver.com/opinion/154159,"COPENHAGEN, 24. JAN 2022, 07:04",https://media.euobserver.com/e921513ac9e234e23c6cd9b6ac3a1bd6-800x.jpg
MEPs adopt position on Digital Service Act,EUOBSERVER,none,none,https://euobserver.com/tickers/154151,"21. JAN 2022, 07:03",none
MEPs to crackdown on digital 'Wild West',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/154141,"BRUSSELS, 20. JAN 2022, 07:13",https://media.euobserver.com/8491ab7ce3a44aa0c2e8eb5cce33a39f-800x.jpg
Lobbyists had 613 meetings with MEPs on digital services act,EUOBSERVER,none,none,https://euobserver.com/tickers/154122,"19. JAN 2022, 07:04",none
New doubts raised on tracking ads ahead of key vote,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/154105,"BRUSSELS, 18. JAN 2022, 07:06",https://media.euobserver.com/11521a048b64685e38b11cd5863d7e62-800x.jpg
New EU Parliament chief elected This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/154093,"BRUSSELS, 17. JAN 2022, 07:05",https://media.euobserver.com/1a33f0d5448f36d474c2756b87aab5f4-800x.jpg
Socialist and Green MEPs find 'loopholes' in political ads rules,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/154040,"BRUSSELS, 11. JAN 2022, 07:18",https://media.euobserver.com/885aaed67bcdacd3899d092a46a0d3fc-800x.jpg
Tusk calls for probe into Poland phone hacking,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/rule-of-law/153948,"BRUSSELS, 29. DEC 2021, 09:08",https://media.euobserver.com/4b5397fa8458262d1db0a925263ffaf4-800x.jpg
Lead MEPs push against Big Tech recommendation algorithms,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/153820,"BRUSSELS, 15. DEC 2021, 07:04",https://media.euobserver.com/e99bb611eace2548b3ebcae59634bf4a-800x.jpg
True value of digital advertising has come into sharp relief,GREG MROCZKOWSKI,none,none,https://euobserver.com/stakeholders/153775,"BRUSSELS, 10. DEC 2021, 07:00",https://media.euobserver.com/210dd9550167d4d8687a71507e58a6a2-800x.jpg
What EU political ads regulation will - and will not - deliver,KEN GODFREY,none,none,https://euobserver.com/opinion/153649,"BRUSSELS, 29. NOV 2021, 07:08",https://media.euobserver.com/84673eb8d98d5bdaff8ade06e4d48c7f-800x.jpg
Progress on new rules brings EU 'closer to a fair tech market',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/153606,"BRUSSELS, 24. NOV 2021, 07:13",https://media.euobserver.com/9cd1af1d1cd5e8c20dd9c6ef2046b401-800x.jpg
"Google loses price-comparison case, emboldening EU regulators",ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/news/153489,"BRUSSELS, 11. NOV 2021, 07:09",https://media.euobserver.com/bac800457996ffee43072af187d2a2df-800x.jpg
Facebook whistleblower: EU rules can be 'game-changer',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/153463,"BRUSSELS, 9. NOV 2021, 07:12",https://media.euobserver.com/4d6b45c5b0454f4880776e97c405172e-800x.jpg
Facebook scandal and COP26 climax in focus This WEEK,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/agenda/153445,"BRUSSELS, 8. NOV 2021, 07:06",https://media.euobserver.com/4bdddfef0f5df8e03f35ed817ebc7e7f-800x.jpg
EU's 'secret' vaccine negotiators: Who's dealing with Big Pharma?,MAXENCE PEIGNÉ,none,none,https://euobserver.com/health-and-society/153412,"LONDON, 4. NOV 2021, 07:23",https://media.euobserver.com/7e35f216cb88e4085622cd8b4713b762-800x.jpg
How Big Tech dominates EU's AI ethics group,"CAMILLE SCHYNS, GRETA ROSÉN FONDAHN, ALINA YANCHUR AND SARAH PILZ",none,none,https://euobserver.com/investigations/153386,"GOTHENBURG/STOCKHOLM/BERLIN, 3. NOV 2021, 07:03",https://media.euobserver.com/60491bdb8da258eece80e9ab8650d522-800x.jpg
"Lead MEP backs Ireland, Luxembourg on tech-giant regulation",EUOBSERVER,none,none,https://euobserver.com/tickers/153143,"6. OCT 2021, 07:17",none
Trusted connectivity: the European value proposition,KAJA KALLAS AND CHARLES MICHEL,none,none,https://euobserver.com/opinion/152908,"BRUSSELS/TALLINN, 14. SEP 2021, 13:12",https://media.euobserver.com/265eb231b5508cb5fec5c31f14d55654-800x.jpg
Gig economy workers need EU to end digital modern-day slavery,"ISMAIL ERTUG, PEDRO MARQUES, AGNES JONGERIUS, ELISABETTA GUALMINI",none,none,https://euobserver.com/opinion/152891,"STRASBOURG, 14. SEP 2021, 07:17",https://media.euobserver.com/aee1745e414c0bafa90661cb3845f795-800x.jpg
EU bubble prepares for state of the union This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/152816,"BRUSSELS, 6. SEP 2021, 07:09",https://media.euobserver.com/06c10593479aaac08c57bd58635522cf-800x.jpg
"Big tech's EU lobby spending revealed, as key acts loom",ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/rule-of-law/152767,"BRUSSELS, 1. SEP 2021, 07:15",https://media.euobserver.com/6c90d7e0e94c48a6a71c90262fd12383-800x.jpg
EP committee backs stricter law on US tech giants,EUOBSERVER,none,none,https://euobserver.com/tickers/152457,"15. JUL 2021, 07:25",none
Twitter 'best' at applying EU disinformation code,NIKOLAJ NIELSEN,mailto:nn@euobserver.com,https://twitter.com/NikolajNielsen,https://euobserver.com/rule-of-law/151956,"BRUSSELS, 27. MAY 2021, 07:17",https://media.euobserver.com/02f5b20f2c0e70f301cc007d0e50db60-800x.jpg
Commission waiting on 10 states for recovery bonds,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/health-and-society/151547,"BRUSSELS, 15. APR 2021, 07:03",https://media.euobserver.com/605890458597384acecb142e0c6c736e-800x.jpg
Travel certificates back on the agenda This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/151496,"BRUSSELS, 12. APR 2021, 07:11",https://media.euobserver.com/82062b46567bbfd8ab07696fb9aa9dd7-800x.jpg
'Big Five' tech giants spent €19m lobbying EU in 2020,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/151072,"BRUSSELS, 1. MAR 2021, 07:02",https://media.euobserver.com/10f5f6b6dc8f067ec46470868a47e8c5-800x.jpg
EU summit on vaccine problems This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/150994,"BRUSSELS, 22. FEB 2021, 07:02",https://media.euobserver.com/7da995cd81e70afbaea86d682cb957c9-800x.jpg
EU urges Kosovo to rethink Jerusalem move,ANDREW RETTMAN,mailto:ar@euobs.com,https://twitter.com/apsyrtus,https://euobserver.com/world/150792,"BRUSSELS, 2. FEB 2021, 07:27",https://media.euobserver.com/9539ff2c601282f44fe521689cff9d2b-800x.jpg
A digital euro - could it happen?,LEO VAN HOVE,none,none,https://euobserver.com/opinion/150683,"BRUSSELS, 22. JAN 2021, 07:03",https://media.euobserver.com/f3ea30019771d2e7737f99a78c39dadb-800x.jpg
How to fix EU's weak Digital Services and Markets Acts,STEVEN HILL,none,none,https://euobserver.com/opinion/150610,"SAN FRANSISCO, 15. JAN 2021, 07:03",https://media.euobserver.com/02124f2040dee3bc784305670b25218f-800x.jpg
EU: Vaccine misinformation will be 'big challenge',ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/health-and-society/150601,"BRUSSELS, 14. JAN 2021, 07:06",https://media.euobserver.com/e5c86067bac890faa6cf9090e2f05d1e-800x.jpg
Online giants could face 10% fines under new EU law,ELENA SÁNCHEZ NICOLÁS,none,none,https://euobserver.com/digital/150396,"BRUSSELS, 16. DEC 2020, 07:04",https://media.euobserver.com/473309b6c7d70e53e80c41d7a27abcb8-800x.jpg
Italy's return to statism spells trouble for the eurozone,PIETER CLEPPE,none,none,https://euobserver.com/opinion/150392,"BRUSSELS, 16. DEC 2020, 07:03",https://media.euobserver.com/6ed8406104e466d5919b52fe1b28dccd-800x.jpg
Tech firms to risk huge EU fines over hate speech,EUOBSERVER,none,none,https://euobserver.com/tickers/150375,"14. DEC 2020, 07:27",none
Brexit and digital services overhaul This WEEK,ESZTER ZALAN,mailto:ez@euobserver.com,https://twitter.com/eszterz,https://euobserver.com/agenda/150368,"BRUSSELS, 14. DEC 2020, 07:18",https://media.euobserver.com/cd1df610241618c6cec133fa842e716c-800x.jpg
